county,date,cases,name,population,population-per-100K,cases-per-100K
Orange,2020-06-04,3,Orange,83396,0.83396,3.5972948342846176
Palo Pinto,2020-06-04,0,Palo Pinto,29189,0.29189,0.0
Panola,2020-06-04,32,Panola,23194,0.23194,137.9667155298784
Parker,2020-06-04,0,Parker,142878,1.42878,0.0
Parmer,2020-06-04,2,Parmer,9605,0.09605,20.82248828735034
Pecos,2020-06-04,0,Pecos,15823,0.15823,0.0
Polk,2020-06-04,0,Polk,51353,0.51353,0.0
Potter,2020-06-04,56,Potter,117415,1.17415,47.69407656602649
Presidio,2020-06-04,0,Presidio,6704,0.06704,0.0
Rains,2020-06-04,0,Rains,12514,0.12514,0.0
Randall,2020-06-04,4,Randall,137713,1.37713,2.904591432907569
Reagan,2020-06-04,0,Reagan,3849,0.03849,0.0
Real,2020-06-04,0,Real,3452,0.03452,0.0
Red River,2020-06-04,2,Red River,12023,0.12023,16.6347833319471
Reeves,2020-06-04,0,Reeves,15976,0.15976,0.0
Refugio,2020-06-04,0,Refugio,6948,0.06948,0.0
Roberts,2020-06-04,0,Roberts,854,0.00854,0.0
Robertson,2020-06-04,0,Robertson,17074,0.17074,0.0
Rockwall,2020-06-04,5,Rockwall,104915,1.04915,4.765762760329791
Runnels,2020-06-04,0,Runnels,10264,0.10264,0.0
Rusk,2020-06-04,2,Rusk,54406,0.54406,3.6760651398742787
Sabine,2020-06-04,0,Sabine,10542,0.10542,0.0
San Augustine,2020-06-04,0,San Augustine,8237,0.08237,0.0
San Jacinto,2020-06-04,2,San Jacinto,28859,0.28859,6.930247063307807
San Patricio,2020-06-04,0,San Patricio,66730,0.6673,0.0
San Saba,2020-06-04,0,San Saba,6055,0.06055,0.0
Schleicher,2020-06-04,0,Schleicher,2793,0.02793,0.0
Scurry,2020-06-04,1,Scurry,16703,0.16703,5.986948452373825
Shackelford,2020-06-04,0,Shackelford,3265,0.03265,0.0
Shelby,2020-06-04,6,Shelby,25274,0.25274,23.739811664160797
Sherman,2020-06-04,0,Sherman,3022,0.03022,0.0
Smith,2020-06-04,3,Smith,232751,2.32751,1.288931089447521
Somervell,2020-06-04,0,Somervell,9128,0.09128,0.0
Starr,2020-06-04,5,Starr,64633,0.64633,7.735986260888401
Stephens,2020-06-04,0,Stephens,9366,0.09366,0.0
Sterling,2020-06-04,0,Sterling,1291,0.01291,0.0
Stonewall,2020-06-04,0,Stonewall,1350,0.0135,0.0
Sutton,2020-06-04,0,Sutton,3776,0.03776,0.0
Swisher,2020-06-04,1,Swisher,7397,0.07397,13.5189941868325
Tarrant,2020-06-04,138,Tarrant,2102515,21.02515,6.563567917470268
Taylor,2020-06-04,1,Taylor,138034,1.38034,0.724459191213759
Terrell,2020-06-04,0,Terrell,776,0.00776,0.0
Terry,2020-06-04,0,Terry,12337,0.12337,0.0
Throckmorton,2020-06-04,0,Throckmorton,1501,0.01501,0.0
Titus,2020-06-04,19,Titus,32750,0.3275,58.01526717557252
Tom Green,2020-06-04,0,Tom Green,119200,1.192,0.0
Travis,2020-06-04,68,Travis,1273954,12.73954,5.3377123506814215
Trinity,2020-06-04,5,Trinity,14651,0.14651,34.127363319909904
Tyler,2020-06-04,2,Tyler,21672,0.21672,9.228497600590623
Upshur,2020-06-04,0,Upshur,41753,0.41753,0.0
Upton,2020-06-04,0,Upton,3657,0.03657,0.0
Uvalde,2020-06-04,2,Uvalde,26741,0.26741,7.479151864178602
Val Verde,2020-06-04,0,Val Verde,49025,0.49025,0.0
Van Zandt,2020-06-04,0,Van Zandt,56590,0.5659,0.0
Victoria,2020-06-04,5,Victoria,92084,0.92084,5.429824942443855
Walker,2020-06-04,71,Walker,72971,0.72971,97.29892697098848
Waller,2020-06-04,1,Waller,55246,0.55246,1.8100857980668286
Ward,2020-06-04,0,Ward,11998,0.11998,0.0
Washington,2020-06-04,2,Washington,35882,0.35882,5.573825316314587
Webb,2020-06-04,13,Webb,276652,2.76652,4.699044286685077
Wharton,2020-06-04,2,Wharton,41556,0.41556,4.812782750986621
Wheeler,2020-06-04,0,Wheeler,5056,0.05056,0.0
Wichita,2020-06-04,0,Wichita,132230,1.3223,0.0
Wilbarger,2020-06-04,0,Wilbarger,12769,0.12769,0.0
Willacy,2020-06-04,0,Willacy,21358,0.21358,0.0
Williamson,2020-06-04,13,Williamson,590551,5.90551,2.201334008409096
Wilson,2020-06-04,0,Wilson,51070,0.5107,0.0
Winkler,2020-06-04,0,Winkler,8010,0.0801,0.0
Wise,2020-06-04,3,Wise,69984,0.69984,4.286694101508917
Wood,2020-06-04,2,Wood,45539,0.45539,4.391839961351808
Yoakum,2020-06-04,0,Yoakum,8713,0.08713,0.0
Young,2020-06-04,0,Young,18010,0.1801,0.0
Zapata,2020-06-04,0,Zapata,14179,0.14179,0.0
Zavala,2020-06-04,0,Zavala,11840,0.1184,0.0
Anderson,2020-06-05,2,Anderson,57735,0.57735,3.464103230276262
Andrews,2020-06-05,0,Andrews,18705,0.18705,0.0
Angelina,2020-06-05,0,Angelina,86715,0.86715,0.0
Aransas,2020-06-05,0,Aransas,23510,0.2351,0.0
Archer,2020-06-05,1,Archer,8553,0.08553,11.6918040453642
Armstrong,2020-06-05,0,Armstrong,1887,0.01887,0.0
Atascosa,2020-06-05,3,Atascosa,51153,0.51153,5.864758665180927
Austin,2020-06-05,2,Austin,30032,0.30032,6.659563132658498
Bailey,2020-06-05,5,Bailey,7000,0.07,71.42857142857142
Bandera,2020-06-05,0,Bandera,23112,0.23112,0.0
Bastrop,2020-06-05,5,Bastrop,88723,0.88723,5.63551728413151
Baylor,2020-06-05,3,Baylor,3509,0.03509,85.49444286121401
Bee,2020-06-05,7,Bee,32565,0.32565,21.495470597267005
Bell,2020-06-05,9,Bell,362924,3.62924,2.47985804190409
Bexar,2020-06-05,65,Bexar,2003554,20.03554,3.2442349944149247
Blanco,2020-06-05,0,Blanco,11931,0.11931,0.0
Borden,2020-06-05,0,Borden,654,0.00654,0.0
Bosque,2020-06-05,0,Bosque,18685,0.18685,0.0
Bowie,2020-06-05,5,Bowie,93245,0.93245,5.362217813287575
Brazoria,2020-06-05,10,Brazoria,374264,3.74264,2.6719107368061046
Brazos,2020-06-05,15,Brazos,229211,2.29211,6.5441885424347
Brewster,2020-06-05,0,Brewster,9203,0.09203,0.0
Briscoe,2020-06-05,0,Briscoe,1546,0.01546,0.0
Brooks,2020-06-05,0,Brooks,7093,0.07093,0.0
Brown,2020-06-05,0,Brown,37864,0.37864,0.0
Burleson,2020-06-05,1,Burleson,18443,0.18443,5.422111370167543
Burnet,2020-06-05,0,Burnet,48155,0.48155,0.0
Caldwell,2020-06-05,1,Caldwell,43664,0.43664,2.290216196408941
Calhoun,2020-06-05,0,Calhoun,21290,0.2129,0.0
Callahan,2020-06-05,0,Callahan,13943,0.13943,0.0
Cameron,2020-06-05,21,Cameron,423163,4.23163,4.962626694677938
Camp,2020-06-05,2,Camp,13094,0.13094,15.27417137620284
Carson,2020-06-05,0,Carson,5926,0.05926,0.0
Cass,2020-06-05,0,Cass,30026,0.30026,0.0
Castro,2020-06-05,0,Castro,7530,0.0753,0.0
Chambers,2020-06-05,3,Chambers,43837,0.43837,6.843534000958095
Cherokee,2020-06-05,1,Cherokee,52646,0.52646,1.899479542605326
Childress,2020-06-05,0,Childress,7306,0.07306,0.0
Clay,2020-06-05,0,Clay,10471,0.10471,0.0
Cochran,2020-06-05,0,Cochran,2853,0.02853,0.0
Coke,2020-06-05,0,Coke,3387,0.03387,0.0
Coleman,2020-06-05,0,Coleman,8175,0.08175,0.0
Collin,2020-06-05,42,Collin,1034730,10.3473,4.059029891855846
Collingsworth,2020-06-05,0,Collingsworth,2920,0.0292,0.0
Colorado,2020-06-05,0,Colorado,21493,0.21493,0.0
Comal,2020-06-05,2,Comal,156209,1.56209,1.280335960155945
Comanche,2020-06-05,0,Comanche,13635,0.13635,0.0
Concho,2020-06-05,0,Concho,2726,0.02726,0.0
Cooke,2020-06-05,1,Cooke,41257,0.41257,2.423831107448433
Coryell,2020-06-05,0,Coryell,75951,0.75951,0.0
Cottle,2020-06-05,0,Cottle,1398,0.01398,0.0
Crane,2020-06-05,1,Crane,4797,0.04797,20.846362309776943
Crockett,2020-06-05,1,Crockett,3464,0.03464,28.86836027713626
Crosby,2020-06-05,0,Crosby,5737,0.05737,0.0
Culberson,2020-06-05,0,Culberson,2171,0.02171,0.0
Dallam,2020-06-05,0,Dallam,7287,0.07287,0.0
Dallas,2020-06-05,285,Dallas,2635516,26.35516,10.813821657694357
Dawson,2020-06-05,0,Dawson,12728,0.12728,0.0
Deaf Smith,2020-06-05,8,Deaf Smith,18546,0.18546,43.13598619648442
Delta,2020-06-05,0,Delta,5331,0.05331,0.0
Denton,2020-06-05,19,Denton,887207,8.87207,2.1415520842373876
DeWitt,2020-06-05,1,DeWitt,20160,0.2016,4.9603174603174605
Dickens,2020-06-05,0,Dickens,2211,0.02211,0.0
Dimmit,2020-06-05,0,Dimmit,10124,0.10124,0.0
Donley,2020-06-05,0,Donley,3278,0.03278,0.0
Duval,2020-06-05,0,Duval,11157,0.11157,0.0
Eastland,2020-06-05,0,Eastland,18360,0.1836,0.0
Ector,2020-06-05,10,Ector,166223,1.66223,6.016014630947582
Edwards,2020-06-05,0,Edwards,1932,0.01932,0.0
Ellis,2020-06-05,23,Ellis,184826,1.84826,12.444136647441377
El Paso,2020-06-05,144,El Paso,839238,8.39238,17.158422283071072
Erath,2020-06-05,8,Erath,42698,0.42698,18.73624057332896
Falls,2020-06-05,1,Falls,17297,0.17297,5.781349366942244
Fannin,2020-06-05,1,Fannin,35514,0.35514,2.8157909556794505
Fayette,2020-06-05,0,Fayette,25346,0.25346,0.0
Fisher,2020-06-05,0,Fisher,3830,0.0383,0.0
Floyd,2020-06-05,1,Floyd,5712,0.05712,17.50700280112045
Foard,2020-06-05,0,Foard,1155,0.01155,0.0
Fort Bend,2020-06-05,81,Fort Bend,811688,8.11688,9.97920383201427
Franklin,2020-06-05,0,Franklin,10725,0.10725,0.0
Freestone,2020-06-05,0,Freestone,19717,0.19717,0.0
Frio,2020-06-05,3,Frio,20306,0.20306,14.773958435930268
Gaines,2020-06-05,0,Gaines,21492,0.21492,0.0
Galveston,2020-06-05,30,Galveston,342139,3.42139,8.768366073437988
Garza,2020-06-05,0,Garza,6229,0.06229,0.0
Gillespie,2020-06-05,0,Gillespie,26988,0.26988,0.0
Glasscock,2020-06-05,0,Glasscock,1409,0.01409,0.0
Goliad,2020-06-05,0,Goliad,7658,0.07658,0.0
Gonzales,2020-06-05,3,Gonzales,20837,0.20837,14.397466045975909
Gray,2020-06-05,3,Gray,21886,0.21886,13.707392853879192
Grayson,2020-06-05,11,Grayson,136212,1.36212,8.075646785892578
Gregg,2020-06-05,1,Gregg,123945,1.23945,0.8068094719432006
Grimes,2020-06-05,0,Grimes,28880,0.2888,0.0
Guadalupe,2020-06-05,3,Guadalupe,166847,1.66847,1.7980545050255625
Hale,2020-06-05,0,Hale,33406,0.33406,0.0
Hall,2020-06-05,0,Hall,2964,0.02964,0.0
Hamilton,2020-06-05,0,Hamilton,8461,0.08461,0.0
Hansford,2020-06-05,0,Hansford,5399,0.05399,0.0
Hardeman,2020-06-05,1,Hardeman,3933,0.03933,25.425883549453346
Hardin,2020-06-05,0,Hardin,57602,0.57602,0.0
Harris,2020-06-05,335,Harris,4713325,47.13325,7.107509030249346
Harrison,2020-06-05,1,Harrison,66553,0.66553,1.5025618679849144
Hartley,2020-06-05,0,Hartley,5576,0.05576,0.0
Haskell,2020-06-05,0,Haskell,5658,0.05658,0.0
Hays,2020-06-05,0,Hays,230191,2.30191,0.0
Hemphill,2020-06-05,0,Hemphill,3819,0.03819,0.0
Henderson,2020-06-05,0,Henderson,82737,0.82737,0.0
Hidalgo,2020-06-05,45,Hidalgo,868707,8.68707,5.180112512043761
Hill,2020-06-05,1,Hill,36649,0.36649,2.728587410297689
Hockley,2020-06-05,0,Hockley,23021,0.23021,0.0
Hood,2020-06-05,4,Hood,61643,0.61643,6.488976850575085
Hopkins,2020-06-05,1,Hopkins,37084,0.37084,2.6965807356272244
Houston,2020-06-05,6,Houston,22968,0.22968,26.12330198537095
Howard,2020-06-05,0,Howard,36664,0.36664,0.0
Hudspeth,2020-06-05,1,Hudspeth,4886,0.04886,20.46663937781416
Hunt,2020-06-05,10,Hunt,98594,0.98594,10.142605026675051
Hutchinson,2020-06-05,0,Hutchinson,20938,0.20938,0.0
Irion,2020-06-05,0,Irion,1536,0.01536,0.0
Jack,2020-06-05,0,Jack,8935,0.08935,0.0
Jackson,2020-06-05,0,Jackson,14760,0.1476,0.0
Jasper,2020-06-05,0,Jasper,35529,0.35529,0.0
Jeff Davis,2020-06-05,0,Jeff Davis,2274,0.02274,0.0
Jefferson,2020-06-05,19,Jefferson,251565,2.51565,7.5527199729692125
Jim Hogg,2020-06-05,0,Jim Hogg,5200,0.052,0.0
Jim Wells,2020-06-05,0,Jim Wells,40482,0.40482,0.0
Johnson,2020-06-05,11,Johnson,175817,1.75817,6.256505343624337
Jones,2020-06-05,1,Jones,20083,0.20083,4.979335756610068
Karnes,2020-06-05,0,Karnes,15601,0.15601,0.0
Kaufman,2020-06-05,20,Kaufman,136154,1.36154,14.689248938701764
Kendall,2020-06-05,1,Kendall,47431,0.47431,2.1083257784992937
Kenedy,2020-06-05,0,Kenedy,404,0.00404,0.0
Kent,2020-06-05,0,Kent,762,0.00762,0.0
Kerr,2020-06-05,0,Kerr,52600,0.526,0.0
Kimble,2020-06-05,0,Kimble,4337,0.04337,0.0
King,2020-06-05,0,King,272,0.00272,0.0
Kinney,2020-06-05,0,Kinney,3667,0.03667,0.0
Kleberg,2020-06-05,1,Kleberg,30680,0.3068,3.2594524119947845
Knox,2020-06-05,0,Knox,3664,0.03664,0.0
Lamar,2020-06-05,2,Lamar,49859,0.49859,4.01131189955675
Lamb,2020-06-05,0,Lamb,12893,0.12893,0.0
Lampasas,2020-06-05,0,Lampasas,21428,0.21428,0.0
La Salle,2020-06-05,0,La Salle,7520,0.0752,0.0
Lavaca,2020-06-05,1,Lavaca,20154,0.20154,4.961794184777215
Lee,2020-06-05,0,Lee,17239,0.17239,0.0
Leon,2020-06-05,1,Leon,17404,0.17404,5.745805561939784
Liberty,2020-06-05,4,Liberty,88219,0.88219,4.5341706435121685
Limestone,2020-06-05,0,Limestone,23437,0.23437,0.0
Lipscomb,2020-06-05,1,Lipscomb,3233,0.03233,30.93102381688834
Live Oak,2020-06-05,0,Live Oak,12207,0.12207,0.0
Llano,2020-06-05,0,Llano,21795,0.21795,0.0
Loving,2020-06-05,0,Loving,169,0.00169,0.0
Lubbock,2020-06-05,13,Lubbock,310569,3.10569,4.185865298854683
Lynn,2020-06-05,0,Lynn,5951,0.05951,0.0
McCulloch,2020-06-05,0,McCulloch,7984,0.07984,0.0
McLennan,2020-06-05,2,McLennan,256623,2.56623,0.7793533705084891
McMullen,2020-06-05,0,McMullen,743,0.00743,0.0
Madison,2020-06-05,0,Madison,14284,0.14284,0.0
Marion,2020-06-05,0,Marion,9854,0.09854,0.0
Martin,2020-06-05,0,Martin,5771,0.05771,0.0
Mason,2020-06-05,0,Mason,4274,0.04274,0.0
Matagorda,2020-06-05,0,Matagorda,36643,0.36643,0.0
Maverick,2020-06-05,0,Maverick,58722,0.58722,0.0
Medina,2020-06-05,2,Medina,51584,0.51584,3.8771712158808938
Menard,2020-06-05,0,Menard,2138,0.02138,0.0
Midland,2020-06-05,5,Midland,176832,1.76832,2.827542526239595
Milam,2020-06-05,3,Milam,24823,0.24823,12.085565805905812
Mills,2020-06-05,0,Mills,4873,0.04873,0.0
Mitchell,2020-06-05,0,Mitchell,8545,0.08545,0.0
Montague,2020-06-05,0,Montague,19818,0.19818,0.0
Montgomery,2020-06-05,20,Montgomery,607391,6.07391,3.292771871825562
Moore,2020-06-05,7,Moore,20940,0.2094,33.42884431709646
Morris,2020-06-05,0,Morris,12388,0.12388,0.0
Motley,2020-06-05,0,Motley,1200,0.012,0.0
Nacogdoches,2020-06-05,3,Nacogdoches,65204,0.65204,4.6009447273173425
Navarro,2020-06-05,3,Navarro,50113,0.50113,5.986470576497117
Newton,2020-06-05,0,Newton,13595,0.13595,0.0
Nolan,2020-06-05,0,Nolan,14714,0.14714,0.0
Nueces,2020-06-05,1,Nueces,362294,3.62294,0.27601892385741966
Ochiltree,2020-06-05,0,Ochiltree,9836,0.09836,0.0
Oldham,2020-06-05,0,Oldham,2112,0.02112,0.0
Orange,2020-06-05,0,Orange,83396,0.83396,0.0
Palo Pinto,2020-06-05,0,Palo Pinto,29189,0.29189,0.0
Panola,2020-06-05,0,Panola,23194,0.23194,0.0
Parker,2020-06-05,6,Parker,142878,1.42878,4.199386889514131
Parmer,2020-06-05,17,Parmer,9605,0.09605,176.99115044247787
Pecos,2020-06-05,0,Pecos,15823,0.15823,0.0
Polk,2020-06-05,0,Polk,51353,0.51353,0.0
Potter,2020-06-05,16,Potter,117415,1.17415,13.62687901886471
Presidio,2020-06-05,0,Presidio,6704,0.06704,0.0
Rains,2020-06-05,0,Rains,12514,0.12514,0.0
Randall,2020-06-05,9,Randall,137713,1.37713,6.53533072404203
Reagan,2020-06-05,0,Reagan,3849,0.03849,0.0
Real,2020-06-05,1,Real,3452,0.03452,28.968713789107763
Red River,2020-06-05,0,Red River,12023,0.12023,0.0
Reeves,2020-06-05,1,Reeves,15976,0.15976,6.259389083625438
Refugio,2020-06-05,0,Refugio,6948,0.06948,0.0
Roberts,2020-06-05,0,Roberts,854,0.00854,0.0
Robertson,2020-06-05,3,Robertson,17074,0.17074,17.57057514349303
Rockwall,2020-06-05,5,Rockwall,104915,1.04915,4.765762760329791
Runnels,2020-06-05,1,Runnels,10264,0.10264,9.742790335151987
Rusk,2020-06-05,1,Rusk,54406,0.54406,1.8380325699371394
Sabine,2020-06-05,0,Sabine,10542,0.10542,0.0
San Augustine,2020-06-05,0,San Augustine,8237,0.08237,0.0
San Jacinto,2020-06-05,1,San Jacinto,28859,0.28859,3.4651235316539033
San Patricio,2020-06-05,2,San Patricio,66730,0.6673,2.997152704930316
San Saba,2020-06-05,0,San Saba,6055,0.06055,0.0
Schleicher,2020-06-05,0,Schleicher,2793,0.02793,0.0
Scurry,2020-06-05,0,Scurry,16703,0.16703,0.0
Shackelford,2020-06-05,0,Shackelford,3265,0.03265,0.0
Shelby,2020-06-05,0,Shelby,25274,0.25274,0.0
Sherman,2020-06-05,1,Sherman,3022,0.03022,33.090668431502316
Smith,2020-06-05,1,Smith,232751,2.32751,0.429643696482507
Somervell,2020-06-05,0,Somervell,9128,0.09128,0.0
Starr,2020-06-05,2,Starr,64633,0.64633,3.0943945043553605
Stephens,2020-06-05,0,Stephens,9366,0.09366,0.0
Sterling,2020-06-05,0,Sterling,1291,0.01291,0.0
Stonewall,2020-06-05,0,Stonewall,1350,0.0135,0.0
Sutton,2020-06-05,0,Sutton,3776,0.03776,0.0
Swisher,2020-06-05,0,Swisher,7397,0.07397,0.0
Tarrant,2020-06-05,102,Tarrant,2102515,21.02515,4.8513328085649805
Taylor,2020-06-05,3,Taylor,138034,1.38034,2.173377573641277
Terrell,2020-06-05,0,Terrell,776,0.00776,0.0
Terry,2020-06-05,0,Terry,12337,0.12337,0.0
Throckmorton,2020-06-05,1,Throckmorton,1501,0.01501,66.62225183211193
Titus,2020-06-05,11,Titus,32750,0.3275,33.587786259541986
Tom Green,2020-06-05,0,Tom Green,119200,1.192,0.0
Travis,2020-06-05,61,Travis,1273954,12.73954,4.788241961640687
Trinity,2020-06-05,0,Trinity,14651,0.14651,0.0
Tyler,2020-06-05,0,Tyler,21672,0.21672,0.0
Upshur,2020-06-05,2,Upshur,41753,0.41753,4.790074964673197
Upton,2020-06-05,0,Upton,3657,0.03657,0.0
Uvalde,2020-06-05,0,Uvalde,26741,0.26741,0.0
Val Verde,2020-06-05,0,Val Verde,49025,0.49025,0.0
Van Zandt,2020-06-05,2,Van Zandt,56590,0.5659,3.5341933203746247
Victoria,2020-06-05,3,Victoria,92084,0.92084,3.2578949654663134
Walker,2020-06-05,42,Walker,72971,0.72971,57.55711172931713
Waller,2020-06-05,1,Waller,55246,0.55246,1.8100857980668286
Ward,2020-06-05,0,Ward,11998,0.11998,0.0
Washington,2020-06-05,0,Washington,35882,0.35882,0.0
Webb,2020-06-05,9,Webb,276652,2.76652,3.2531845061665923
Wharton,2020-06-05,3,Wharton,41556,0.41556,7.219174126479931
Wheeler,2020-06-05,0,Wheeler,5056,0.05056,0.0
Wichita,2020-06-05,2,Wichita,132230,1.3223,1.5125160704832488
Wilbarger,2020-06-05,0,Wilbarger,12769,0.12769,0.0
Willacy,2020-06-05,5,Willacy,21358,0.21358,23.410431688360333
Williamson,2020-06-05,11,Williamson,590551,5.90551,1.8626672378846199
Wilson,2020-06-05,3,Wilson,51070,0.5107,5.874290189935382
Winkler,2020-06-05,0,Winkler,8010,0.0801,0.0
Wise,2020-06-05,2,Wise,69984,0.69984,2.8577960676726106
Wood,2020-06-05,0,Wood,45539,0.45539,0.0
Yoakum,2020-06-05,0,Yoakum,8713,0.08713,0.0
Young,2020-06-05,2,Young,18010,0.1801,11.104941699056079
Zapata,2020-06-05,0,Zapata,14179,0.14179,0.0
Zavala,2020-06-05,0,Zavala,11840,0.1184,0.0
Anderson,2020-06-06,0,Anderson,57735,0.57735,0.0
Andrews,2020-06-06,0,Andrews,18705,0.18705,0.0
Angelina,2020-06-06,5,Angelina,86715,0.86715,5.76601510695958
Aransas,2020-06-06,0,Aransas,23510,0.2351,0.0
Archer,2020-06-06,0,Archer,8553,0.08553,0.0
Armstrong,2020-06-06,0,Armstrong,1887,0.01887,0.0
Atascosa,2020-06-06,0,Atascosa,51153,0.51153,0.0
Austin,2020-06-06,0,Austin,30032,0.30032,0.0
Bailey,2020-06-06,2,Bailey,7000,0.07,28.57142857142857
Bandera,2020-06-06,0,Bandera,23112,0.23112,0.0
Bastrop,2020-06-06,5,Bastrop,88723,0.88723,5.63551728413151
Baylor,2020-06-06,0,Baylor,3509,0.03509,0.0
Bee,2020-06-06,4,Bee,32565,0.32565,12.283126055581146
Bell,2020-06-06,14,Bell,362924,3.62924,3.8575569540730292
Bexar,2020-06-06,125,Bexar,2003554,20.03554,6.238913450797932
Blanco,2020-06-06,0,Blanco,11931,0.11931,0.0
Borden,2020-06-06,0,Borden,654,0.00654,0.0
Bosque,2020-06-06,0,Bosque,18685,0.18685,0.0
Bowie,2020-06-06,11,Bowie,93245,0.93245,11.796879189232667
Brazoria,2020-06-06,23,Brazoria,374264,3.74264,6.1453946946540405
Brazos,2020-06-06,33,Brazos,229211,2.29211,14.397214793356339
Brewster,2020-06-06,0,Brewster,9203,0.09203,0.0
Briscoe,2020-06-06,0,Briscoe,1546,0.01546,0.0
Brooks,2020-06-06,0,Brooks,7093,0.07093,0.0
Brown,2020-06-06,0,Brown,37864,0.37864,0.0
Burleson,2020-06-06,3,Burleson,18443,0.18443,16.26633411050263
Burnet,2020-06-06,2,Burnet,48155,0.48155,4.153255113695359
Caldwell,2020-06-06,2,Caldwell,43664,0.43664,4.580432392817882
Calhoun,2020-06-06,1,Calhoun,21290,0.2129,4.697040864255519
Callahan,2020-06-06,0,Callahan,13943,0.13943,0.0
Cameron,2020-06-06,22,Cameron,423163,4.23163,5.198942251567363
Camp,2020-06-06,4,Camp,13094,0.13094,30.54834275240568
Carson,2020-06-06,0,Carson,5926,0.05926,0.0
Cass,2020-06-06,1,Cass,30026,0.30026,3.3304469459801505
Castro,2020-06-06,1,Castro,7530,0.0753,13.280212483399733
Chambers,2020-06-06,3,Chambers,43837,0.43837,6.843534000958095
Cherokee,2020-06-06,2,Cherokee,52646,0.52646,3.798959085210652
Childress,2020-06-06,0,Childress,7306,0.07306,0.0
Clay,2020-06-06,0,Clay,10471,0.10471,0.0
Cochran,2020-06-06,0,Cochran,2853,0.02853,0.0
Coke,2020-06-06,0,Coke,3387,0.03387,0.0
Coleman,2020-06-06,0,Coleman,8175,0.08175,0.0
Collin,2020-06-06,17,Collin,1034730,10.3473,1.6429406705130807
Collingsworth,2020-06-06,0,Collingsworth,2920,0.0292,0.0
Colorado,2020-06-06,0,Colorado,21493,0.21493,0.0
Comal,2020-06-06,4,Comal,156209,1.56209,2.56067192031189
Comanche,2020-06-06,0,Comanche,13635,0.13635,0.0
Concho,2020-06-06,0,Concho,2726,0.02726,0.0
Cooke,2020-06-06,0,Cooke,41257,0.41257,0.0
Coryell,2020-06-06,1,Coryell,75951,0.75951,1.3166383589419495
Cottle,2020-06-06,0,Cottle,1398,0.01398,0.0
Crane,2020-06-06,1,Crane,4797,0.04797,20.846362309776943
Crockett,2020-06-06,0,Crockett,3464,0.03464,0.0
Crosby,2020-06-06,0,Crosby,5737,0.05737,0.0
Culberson,2020-06-06,0,Culberson,2171,0.02171,0.0
Dallam,2020-06-06,0,Dallam,7287,0.07287,0.0
Dallas,2020-06-06,298,Dallas,2635516,26.35516,11.307083698220765
Dawson,2020-06-06,0,Dawson,12728,0.12728,0.0
Deaf Smith,2020-06-06,2,Deaf Smith,18546,0.18546,10.783996549121104
Delta,2020-06-06,0,Delta,5331,0.05331,0.0
Denton,2020-06-06,13,Denton,887207,8.87207,1.4652724786887388
DeWitt,2020-06-06,0,DeWitt,20160,0.2016,0.0
Dickens,2020-06-06,0,Dickens,2211,0.02211,0.0
Dimmit,2020-06-06,0,Dimmit,10124,0.10124,0.0
Donley,2020-06-06,0,Donley,3278,0.03278,0.0
Duval,2020-06-06,0,Duval,11157,0.11157,0.0
Eastland,2020-06-06,0,Eastland,18360,0.1836,0.0
Ector,2020-06-06,2,Ector,166223,1.66223,1.2032029261895165
Edwards,2020-06-06,0,Edwards,1932,0.01932,0.0
Ellis,2020-06-06,3,Ellis,184826,1.84826,1.6231482583619188
El Paso,2020-06-06,85,El Paso,839238,8.39238,10.128235375423897
Erath,2020-06-06,1,Erath,42698,0.42698,2.34203007166612
Falls,2020-06-06,0,Falls,17297,0.17297,0.0
Fannin,2020-06-06,1,Fannin,35514,0.35514,2.8157909556794505
Fayette,2020-06-06,0,Fayette,25346,0.25346,0.0
Fisher,2020-06-06,0,Fisher,3830,0.0383,0.0
Floyd,2020-06-06,0,Floyd,5712,0.05712,0.0
Foard,2020-06-06,0,Foard,1155,0.01155,0.0
Fort Bend,2020-06-06,85,Fort Bend,811688,8.11688,10.472004021249544
Franklin,2020-06-06,1,Franklin,10725,0.10725,9.324009324009324
Freestone,2020-06-06,1,Freestone,19717,0.19717,5.071765481564132
Frio,2020-06-06,0,Frio,20306,0.20306,0.0
Gaines,2020-06-06,1,Gaines,21492,0.21492,4.652894100130281
Galveston,2020-06-06,0,Galveston,342139,3.42139,0.0
Garza,2020-06-06,0,Garza,6229,0.06229,0.0
Gillespie,2020-06-06,0,Gillespie,26988,0.26988,0.0
Glasscock,2020-06-06,0,Glasscock,1409,0.01409,0.0
Goliad,2020-06-06,0,Goliad,7658,0.07658,0.0
Gonzales,2020-06-06,2,Gonzales,20837,0.20837,9.598310697317272
Gray,2020-06-06,0,Gray,21886,0.21886,0.0
Grayson,2020-06-06,6,Grayson,136212,1.36212,4.404898246850498
Gregg,2020-06-06,7,Gregg,123945,1.23945,5.647666303602405
Grimes,2020-06-06,11,Grimes,28880,0.2888,38.08864265927978
Guadalupe,2020-06-06,2,Guadalupe,166847,1.66847,1.198703003350375
Hale,2020-06-06,0,Hale,33406,0.33406,0.0
Hall,2020-06-06,0,Hall,2964,0.02964,0.0
Hamilton,2020-06-06,0,Hamilton,8461,0.08461,0.0
Hansford,2020-06-06,0,Hansford,5399,0.05399,0.0
Hardeman,2020-06-06,0,Hardeman,3933,0.03933,0.0
